txn_id,txn_hour,txn_amount,amount_deviation,txn_velocity,behavior_score,payment_channel,risk_flag
TXN08220,18,927.34,-0.05,0.73,0.17,CreditCard,0
TXN08221,15,301.13,0.17,0.55,0.15,UPI,0
TXN08222,20,955.58,-0.4,0.64,0.07,DebitCard,0
TXN08223,19,599.6,-0.34,0.53,0.19,UPI,0
TXN08224,13,595.13,0.2,0.69,0.33,CreditCard,0
TXN08225,8,967.77,0.49,0.43,0.25,CreditCard,0
TXN08226,16,635.21,0.03,0.28,0.14,CreditCard,0
TXN08227,17,876.35,-0.41,0.44,0.26,CreditCard,0
TXN08228,20,205.23,0.45,0.34,0.07,UPI,0
TXN08229,22,549.27,0.04,0.28,0.08,UPI,0
TXN08230,10,1168.54,-0.3,0.28,0.12,CreditCard,0
TXN08231,13,473.79,0.25,0.23,0.26,DebitCard,0
TXN08232,14,556.75,-0.43,0.14,0.18,UPI,0
TXN08233,22,1098.84,0.33,0.64,0.31,DebitCard,0
TXN08234,22,546.7,0.44,0.54,0.28,UPI,0
TXN08235,22,719.18,0.38,0.76,0.1,DebitCard,0
TXN08236,13,888.66,0.49,0.7,0.06,UPI,0
TXN08237,8,976.38,-0.44,0.7,0.3,DebitCard,0
TXN08238,15,1173.39,-0.47,0.46,0.08,UPI,0
TXN08239,20,1181.22,-0.24,0.21,0.21,DebitCard,0
TXN08240,9,859.64,0.12,0.34,0.34,UPI,0
TXN08241,16,876.65,-0.46,0.17,0.05,CreditCard,0
TXN08242,10,324.26,-0.48,0.45,0.31,UPI,0
TXN08243,14,1124.73,-0.28,0.51,0.22,DebitCard,0
TXN08244,17,225.12,-0.47,0.13,0.19,UPI,0
TXN08245,9,903.85,0.23,0.47,0.2,CreditCard,0
TXN08246,17,572.62,-0.4,0.73,0.12,UPI,0
TXN08247,16,1141.89,-0.23,0.18,0.09,DebitCard,0
TXN08248,18,965.05,-0.43,0.57,0.3,CreditCard,0
TXN08249,18,212.08,0.09,0.54,0.08,UPI,0
TXN08250,21,656.8,-0.12,0.25,0.29,CreditCard,0
TXN08251,20,1188.04,0.22,0.52,0.22,UPI,0
TXN08252,21,488.34,0.34,0.31,0.07,DebitCard,0
TXN08253,18,880.54,-0.2,0.3,0.24,DebitCard,0
TXN08254,15,389.42,0.07,0.27,0.08,UPI,0
TXN08255,19,293.55,0.02,0.66,0.28,DebitCard,0
TXN08256,22,390.76,0.14,0.65,0.19,CreditCard,0
TXN08257,20,233.33,0.34,0.64,0.29,UPI,0
TXN08258,8,542.15,-0.22,0.39,0.11,DebitCard,0
TXN08259,11,963.11,0.01,0.33,0.19,DebitCard,0
TXN08260,21,730.98,-0.42,0.3,0.29,CreditCard,0
TXN08261,11,601.42,0.46,0.19,0.25,CreditCard,0
TXN08262,10,655.46,-0.49,0.6,0.25,UPI,0
TXN08263,12,881.13,0.2,0.35,0.14,UPI,0
TXN08264,17,439.29,-0.02,0.39,0.06,UPI,0
TXN08265,16,475.57,0.1,0.58,0.18,CreditCard,0
TXN08266,21,785.43,0.04,0.4,0.3,DebitCard,0
TXN08267,10,510.61,-0.13,0.26,0.34,CreditCard,0
TXN08268,21,821.95,0.09,0.76,0.33,CreditCard,0
TXN08269,22,384.06,-0.44,0.42,0.33,DebitCard,0
TXN08270,12,612.33,-0.15,0.15,0.29,UPI,0
TXN08271,8,530.73,0.04,0.76,0.21,UPI,0
TXN08272,22,703.18,-0.16,0.71,0.09,CreditCard,0
TXN08273,15,1147.4,0.36,0.16,0.06,UPI,0
TXN08274,9,755.91,-0.33,0.34,0.28,UPI,0
TXN08275,15,434.34,-0.4,0.41,0.32,UPI,0
TXN08276,21,1063.19,0.26,0.76,0.3,CreditCard,0
TXN08277,20,893.79,-0.29,0.7,0.11,DebitCard,0
TXN08278,12,258.38,-0.04,0.54,0.06,UPI,0
TXN08279,19,1142.34,0.19,0.12,0.08,DebitCard,0
TXN08280,11,216.7,0.38,0.56,0.09,DebitCard,0
TXN08281,16,371.61,0.34,0.11,0.21,CreditCard,0
TXN08282,14,995.66,0.26,0.48,0.16,DebitCard,0
TXN08283,10,286.33,0.47,0.6,0.18,UPI,0
TXN08284,9,1078.91,-0.01,0.38,0.15,CreditCard,0
TXN08285,18,1196.04,-0.24,0.75,0.08,CreditCard,0
TXN08286,14,968.82,0.19,0.69,0.2,UPI,0
TXN08287,12,996.14,0.43,0.38,0.18,UPI,0
TXN08288,20,666.49,-0.34,0.53,0.34,DebitCard,0
TXN08289,17,392.15,0.31,0.14,0.33,DebitCard,0
TXN08290,15,1026.63,-0.43,0.42,0.07,UPI,0
TXN08291,18,900.4,0.1,0.62,0.19,DebitCard,0
TXN08292,15,215.14,0.11,0.49,0.14,DebitCard,0
TXN08293,10,767.07,-0.42,0.25,0.13,CreditCard,0
TXN08294,12,532.67,-0.12,0.48,0.11,CreditCard,0
TXN08295,9,271.85,0.15,0.31,0.14,DebitCard,0
TXN08296,13,650.02,0.02,0.43,0.22,DebitCard,0
TXN08297,10,528.85,0.49,0.39,0.08,CreditCard,0
TXN08298,13,1171.05,-0.03,0.42,0.22,UPI,0
TXN08299,8,1058.94,0.39,0.14,0.16,CreditCard,0
TXN08300,11,517.49,-0.01,0.47,0.17,UPI,0
TXN08301,19,591.03,-0.32,0.58,0.23,DebitCard,0
TXN08302,12,310.01,-0.29,0.79,0.11,DebitCard,0
TXN08303,20,817.22,-0.18,0.45,0.29,CreditCard,0
TXN08304,22,454.31,-0.32,0.18,0.16,DebitCard,0
TXN08305,17,728.03,-0.34,0.28,0.29,DebitCard,0
TXN08306,13,337.27,0.11,0.13,0.1,UPI,0
TXN08307,18,912.28,-0.04,0.45,0.17,CreditCard,0
TXN08308,9,235.39,-0.1,0.35,0.19,DebitCard,0
TXN08309,9,809.43,-0.37,0.8,0.34,UPI,0
TXN08310,22,244.39,-0.43,0.68,0.3,CreditCard,0
TXN08311,8,909.62,0.36,0.64,0.18,CreditCard,0
TXN08312,15,1065.99,0.36,0.67,0.26,UPI,0
TXN08313,14,1020.93,-0.29,0.53,0.05,DebitCard,0
TXN08314,18,976.66,0.41,0.42,0.26,UPI,0
TXN08315,17,467.44,0.2,0.68,0.11,UPI,0
TXN08316,9,755.65,0.43,0.34,0.24,DebitCard,0
TXN08317,16,688.39,-0.45,0.29,0.16,CreditCard,0
TXN08318,9,1167.49,-0.47,0.16,0.14,CreditCard,0
TXN08319,20,338.07,0.0,0.4,0.17,DebitCard,0
TXN08320,19,864.75,0.39,0.14,0.26,UPI,0
TXN08321,21,929.58,-0.2,0.56,0.26,UPI,0
TXN08322,9,580.93,-0.48,0.42,0.13,CreditCard,0
TXN08323,20,573.67,0.49,0.55,0.16,CreditCard,0
TXN08324,12,640.61,-0.32,0.8,0.35,CreditCard,0
TXN08325,14,507.27,-0.49,0.52,0.27,DebitCard,0
TXN08326,17,700.48,-0.13,0.25,0.13,DebitCard,0
TXN08327,15,386.32,-0.46,0.53,0.32,UPI,0
TXN08328,15,332.6,0.22,0.29,0.1,DebitCard,0
TXN08329,12,803.78,0.43,0.63,0.25,CreditCard,0
TXN08330,17,743.27,-0.07,0.28,0.11,CreditCard,0
TXN08331,19,518.54,-0.33,0.41,0.08,CreditCard,0
TXN08332,10,273.31,-0.17,0.43,0.31,UPI,0
TXN08333,21,280.18,0.04,0.19,0.09,CreditCard,0
TXN08334,14,567.04,0.49,0.47,0.21,CreditCard,0
TXN08335,21,210.95,-0.05,0.58,0.14,CreditCard,0
TXN08336,20,455.81,-0.49,0.31,0.14,UPI,0
TXN08337,13,751.21,-0.4,0.31,0.13,DebitCard,0
TXN08338,9,668.18,-0.28,0.77,0.07,UPI,0
TXN08339,22,576.81,-0.21,0.8,0.14,DebitCard,0
TXN08340,16,807.09,0.19,0.64,0.23,CreditCard,0
TXN08341,16,406.71,-0.24,0.44,0.16,DebitCard,0
TXN08342,8,610.28,0.05,0.68,0.07,CreditCard,0
TXN08343,15,538.39,0.04,0.57,0.24,CreditCard,0
TXN08344,18,750.46,0.31,0.18,0.14,DebitCard,0
TXN08345,21,559.7,0.4,0.73,0.06,DebitCard,0
TXN08346,10,313.36,0.17,0.61,0.25,CreditCard,0
TXN08347,19,510.67,0.47,0.3,0.34,DebitCard,0
TXN08348,22,597.01,-0.38,0.5,0.33,CreditCard,0
TXN08349,12,666.59,0.22,0.4,0.16,UPI,0
TXN08350,16,233.87,0.4,0.32,0.31,CreditCard,0
TXN08351,10,976.4,0.11,0.17,0.06,DebitCard,0
TXN08352,19,982.78,0.01,0.64,0.18,DebitCard,0
TXN08353,19,1156.39,-0.05,0.34,0.27,UPI,0
TXN08354,15,725.5,-0.16,0.25,0.09,DebitCard,0
TXN08355,12,386.81,0.08,0.63,0.3,DebitCard,0
TXN08356,14,617.08,0.25,0.3,0.09,UPI,0
TXN08357,16,1059.22,-0.16,0.19,0.22,UPI,0
TXN08358,8,478.2,-0.19,0.68,0.31,CreditCard,0
TXN08359,13,738.42,0.41,0.74,0.32,UPI,0
TXN08360,19,1073.2,-0.21,0.71,0.14,DebitCard,0
TXN08361,9,874.18,-0.47,0.24,0.21,UPI,0
TXN08362,12,709.31,-0.37,0.51,0.29,CreditCard,0
TXN08363,16,1039.6,-0.45,0.59,0.25,DebitCard,0
TXN08364,19,550.19,-0.05,0.61,0.1,UPI,0
TXN08365,16,342.38,-0.25,0.54,0.34,CreditCard,0
TXN08366,14,1014.05,0.41,0.5,0.08,CreditCard,0
TXN08367,15,1130.39,0.23,0.44,0.28,DebitCard,0
TXN08368,16,1039.46,0.18,0.74,0.34,UPI,0
TXN08369,21,861.41,0.41,0.2,0.21,DebitCard,0
TXN08370,16,1063.95,-0.24,0.39,0.3,UPI,0
TXN08371,13,379.96,0.32,0.73,0.21,CreditCard,0
TXN08372,15,889.53,0.17,0.54,0.29,UPI,0
TXN08373,18,1112.45,0.49,0.14,0.14,CreditCard,0
TXN08374,22,458.66,0.48,0.2,0.07,UPI,0
TXN08375,16,577.11,0.03,0.36,0.14,CreditCard,0
TXN08376,11,1108.28,0.4,0.68,0.26,UPI,0
TXN08377,10,928.74,-0.32,0.43,0.09,UPI,0
TXN08378,11,258.74,-0.08,0.77,0.07,CreditCard,0
TXN08379,8,250.48,0.48,0.14,0.11,CreditCard,0
TXN08380,19,661.68,0.5,0.3,0.27,DebitCard,0
TXN08381,16,558.06,-0.07,0.56,0.28,DebitCard,0
TXN08382,13,313.21,0.11,0.2,0.24,CreditCard,0
TXN08383,17,440.3,0.38,0.46,0.28,UPI,0
TXN08384,20,1073.91,-0.23,0.22,0.32,CreditCard,0
TXN08385,9,297.68,-0.06,0.17,0.05,CreditCard,0
TXN08386,17,642.3,-0.18,0.15,0.25,DebitCard,0
TXN08387,20,361.01,0.22,0.29,0.17,UPI,0
TXN08388,21,926.38,-0.26,0.29,0.26,DebitCard,0
TXN08389,20,470.3,-0.23,0.76,0.13,DebitCard,0
TXN08390,9,495.72,0.38,0.49,0.28,CreditCard,0
TXN08391,16,502.1,-0.48,0.29,0.22,UPI,0
TXN08392,14,375.89,-0.48,0.5,0.12,UPI,0
TXN08393,11,1092.16,0.48,0.42,0.28,UPI,0
TXN08394,20,305.93,0.18,0.67,0.26,UPI,0
TXN08395,12,445.55,0.4,0.63,0.13,DebitCard,0
TXN08396,12,488.56,0.12,0.62,0.18,DebitCard,0
TXN08397,20,833.6,0.03,0.7,0.27,UPI,0
TXN08398,8,527.42,-0.42,0.71,0.17,CreditCard,0
TXN08399,20,972.63,0.3,0.19,0.23,DebitCard,0
TXN08400,19,978.3,0.11,0.39,0.23,UPI,0
TXN08401,22,284.23,-0.19,0.69,0.3,CreditCard,0
TXN08402,22,668.76,-0.36,0.37,0.29,CreditCard,0
TXN08403,16,1179.6,-0.25,0.71,0.08,CreditCard,0
TXN08404,22,437.69,-0.09,0.51,0.33,UPI,0
TXN08405,8,862.04,0.17,0.21,0.08,DebitCard,0
TXN08406,21,237.31,-0.2,0.11,0.23,UPI,0
TXN08407,15,719.0,-0.48,0.65,0.33,DebitCard,0
TXN08408,14,455.96,0.18,0.63,0.2,DebitCard,0
TXN08409,8,426.36,-0.29,0.31,0.13,UPI,0
TXN08410,10,242.39,0.34,0.37,0.19,CreditCard,0
TXN08411,19,751.82,0.04,0.41,0.32,UPI,0
TXN08412,9,331.16,0.48,0.42,0.08,UPI,0
TXN08413,20,1176.37,0.01,0.14,0.05,DebitCard,0
TXN08414,17,862.72,0.24,0.59,0.23,CreditCard,0
TXN08415,19,589.23,-0.0,0.63,0.18,UPI,0
TXN08416,19,713.94,-0.26,0.53,0.31,CreditCard,0
TXN08417,10,1175.19,0.17,0.48,0.14,UPI,0
TXN08418,16,202.87,0.28,0.35,0.24,CreditCard,0
TXN08419,13,641.5,-0.11,0.62,0.18,DebitCard,0
TXN08420,15,1075.0,0.13,0.71,0.08,UPI,0
TXN08421,8,1014.97,0.39,0.11,0.13,UPI,0
TXN08422,15,944.28,-0.33,0.38,0.32,CreditCard,0
TXN08423,8,1144.85,0.27,0.12,0.23,DebitCard,0
TXN08424,9,306.36,0.04,0.49,0.14,UPI,0
TXN08425,18,254.48,-0.19,0.54,0.13,DebitCard,0
TXN08426,16,788.27,0.37,0.26,0.32,CreditCard,0
TXN08427,17,237.51,-0.0,0.23,0.26,DebitCard,0
TXN08428,13,836.11,0.39,0.39,0.17,DebitCard,0
TXN08429,11,967.05,-0.02,0.65,0.11,DebitCard,0
TXN08430,8,429.11,0.27,0.37,0.2,UPI,0
TXN08431,12,974.08,-0.16,0.25,0.2,CreditCard,0
TXN08432,21,990.67,-0.32,0.27,0.25,CreditCard,0
TXN08433,14,589.87,-0.49,0.33,0.24,DebitCard,0
TXN08434,16,673.3,-0.23,0.4,0.18,CreditCard,0
TXN08435,8,740.67,-0.16,0.35,0.3,DebitCard,0
TXN08436,22,312.88,-0.12,0.65,0.21,CreditCard,0
TXN08437,11,486.88,-0.14,0.13,0.2,DebitCard,0
TXN08438,21,708.29,-0.27,0.14,0.27,DebitCard,0
TXN08439,13,474.06,0.33,0.16,0.07,DebitCard,0
TXN08440,14,314.37,-0.43,0.54,0.18,CreditCard,0
TXN08441,19,963.96,-0.11,0.43,0.27,UPI,0
TXN08442,15,523.34,-0.47,0.6,0.13,CreditCard,0
TXN08443,9,264.39,0.22,0.12,0.27,UPI,0
TXN08444,16,368.88,0.01,0.36,0.07,UPI,0
TXN08445,12,876.4,0.12,0.44,0.09,UPI,0
TXN08446,12,268.83,-0.27,0.56,0.21,DebitCard,0
TXN08447,16,720.34,0.06,0.73,0.08,DebitCard,0
TXN08448,11,1133.15,0.4,0.3,0.15,UPI,0
TXN08449,11,444.64,0.21,0.78,0.26,CreditCard,0
TXN08450,11,524.59,0.48,0.15,0.21,UPI,0
TXN08451,22,768.15,-0.44,0.64,0.16,CreditCard,0
TXN08452,10,1121.03,0.11,0.57,0.23,CreditCard,0
TXN08453,14,956.91,0.24,0.12,0.29,DebitCard,0
TXN08454,12,965.17,0.38,0.24,0.24,CreditCard,0
TXN08455,11,404.23,-0.14,0.17,0.1,CreditCard,0
TXN08456,14,284.61,-0.29,0.73,0.35,DebitCard,0
TXN08457,18,905.28,-0.26,0.2,0.18,UPI,0
TXN08458,22,760.71,0.13,0.54,0.19,CreditCard,0
TXN08459,8,488.19,-0.19,0.42,0.22,DebitCard,0
TXN08460,20,953.65,-0.05,0.71,0.25,DebitCard,0
TXN08461,20,364.32,0.3,0.37,0.25,DebitCard,0
TXN08462,15,333.76,-0.35,0.43,0.17,DebitCard,0
TXN08463,8,895.13,-0.5,0.54,0.29,CreditCard,0
TXN08464,20,285.84,-0.12,0.77,0.05,CreditCard,0
TXN08465,13,262.68,0.23,0.73,0.16,CreditCard,0
TXN08466,20,318.59,0.37,0.3,0.16,DebitCard,0
TXN08467,15,308.99,0.1,0.26,0.35,UPI,0
TXN08468,8,880.63,-0.12,0.11,0.19,UPI,0
TXN08469,12,224.58,-0.34,0.6,0.22,CreditCard,0
TXN08470,19,324.02,-0.16,0.73,0.08,CreditCard,0
TXN08471,22,645.38,0.26,0.51,0.16,DebitCard,0
TXN08472,16,922.66,-0.1,0.18,0.33,DebitCard,0
TXN08473,9,738.29,0.13,0.46,0.07,UPI,0
TXN08474,20,566.34,0.16,0.2,0.22,DebitCard,0
TXN08475,10,551.68,-0.32,0.53,0.17,CreditCard,0
TXN08476,10,431.63,-0.01,0.37,0.34,UPI,0
TXN08477,9,673.75,0.4,0.66,0.33,UPI,0
TXN08478,21,200.64,0.15,0.24,0.25,DebitCard,0
TXN08479,22,839.03,0.43,0.7,0.19,DebitCard,0
TXN08480,20,473.02,-0.02,0.29,0.17,DebitCard,0
TXN08481,19,535.62,-0.38,0.21,0.06,UPI,0
TXN08482,18,423.96,0.45,0.47,0.16,DebitCard,0
TXN08483,8,756.31,0.42,0.24,0.25,DebitCard,0
TXN08484,9,878.82,0.02,0.66,0.34,DebitCard,0
TXN08485,14,373.83,-0.14,0.64,0.1,CreditCard,0
TXN08486,11,625.83,-0.14,0.26,0.28,UPI,0
TXN08487,20,704.0,0.49,0.46,0.14,UPI,0
TXN08488,14,1063.22,0.19,0.53,0.16,DebitCard,0
TXN08489,9,207.96,0.09,0.47,0.34,CreditCard,0
TXN08490,17,482.85,0.13,0.68,0.25,UPI,0
TXN08491,12,643.16,-0.37,0.59,0.3,UPI,0
TXN08492,10,947.75,-0.23,0.3,0.1,UPI,0
TXN08493,22,1010.29,-0.16,0.76,0.15,CreditCard,0
TXN08494,13,923.59,-0.23,0.26,0.13,UPI,0
TXN08495,12,394.2,0.44,0.24,0.33,UPI,0
TXN08496,12,746.88,0.25,0.79,0.05,DebitCard,0
TXN08497,19,296.31,0.07,0.36,0.06,UPI,0
TXN08498,12,812.08,-0.21,0.77,0.24,CreditCard,0
TXN08499,12,375.41,0.03,0.13,0.32,CreditCard,0
TXN08500,19,920.82,0.27,0.48,0.05,CreditCard,0
TXN08501,9,1179.18,-0.24,0.64,0.26,CreditCard,0
TXN08502,11,238.61,0.5,0.42,0.14,CreditCard,0
TXN08503,9,1198.86,0.19,0.33,0.18,UPI,0
TXN08504,20,506.66,-0.27,0.67,0.24,CreditCard,0
TXN08505,14,849.97,-0.01,0.39,0.32,UPI,0
TXN08506,12,516.08,-0.19,0.41,0.2,CreditCard,0
TXN08507,19,872.28,-0.16,0.73,0.05,DebitCard,0
TXN08508,21,921.49,0.3,0.47,0.17,CreditCard,0
TXN08509,21,600.28,0.41,0.62,0.23,CreditCard,0
TXN08510,12,1081.89,0.42,0.17,0.16,UPI,0
TXN08511,13,1023.5,-0.31,0.36,0.2,DebitCard,0
TXN08512,13,261.0,0.26,0.66,0.26,UPI,0
TXN08513,12,1028.38,-0.38,0.66,0.25,DebitCard,0
TXN08514,18,337.98,0.1,0.22,0.16,CreditCard,0
TXN08515,12,1181.63,-0.03,0.47,0.09,DebitCard,0
TXN08516,20,453.37,0.45,0.3,0.3,DebitCard,0
TXN08517,10,1177.15,-0.29,0.78,0.32,DebitCard,0
TXN08518,18,313.62,-0.46,0.64,0.2,CreditCard,0
TXN08519,16,508.08,-0.43,0.44,0.34,CreditCard,0
TXN08520,21,1022.94,-0.37,0.21,0.35,CreditCard,0
TXN08521,9,777.63,-0.32,0.37,0.14,CreditCard,0
TXN08522,10,318.0,-0.24,0.62,0.24,CreditCard,0
TXN08523,8,618.29,-0.1,0.7,0.1,CreditCard,0
TXN08524,17,1019.34,-0.5,0.22,0.19,DebitCard,0
TXN08525,8,689.64,-0.07,0.53,0.3,DebitCard,0
TXN08526,10,465.19,0.13,0.37,0.25,DebitCard,0
TXN08527,22,1179.7,-0.24,0.74,0.24,CreditCard,0
TXN08528,12,504.14,0.45,0.62,0.21,CreditCard,0
TXN08529,12,435.32,0.31,0.29,0.29,DebitCard,0
TXN08530,17,1116.95,-0.06,0.21,0.17,CreditCard,0
TXN08531,11,511.8,0.23,0.67,0.27,DebitCard,0
TXN08532,9,1088.0,-0.25,0.49,0.14,UPI,0
TXN08533,22,604.33,-0.46,0.14,0.31,DebitCard,0
TXN08534,22,382.61,-0.06,0.39,0.27,CreditCard,0
TXN08535,19,723.24,0.1,0.29,0.27,DebitCard,0
TXN08536,18,491.77,-0.22,0.38,0.12,UPI,0
TXN08537,10,576.61,0.4,0.38,0.27,UPI,0
TXN08538,14,960.75,-0.01,0.69,0.12,DebitCard,0
TXN08539,14,703.89,0.15,0.34,0.23,UPI,0
TXN08540,20,477.11,0.11,0.28,0.07,CreditCard,0
TXN08541,10,1085.44,-0.48,0.12,0.11,CreditCard,0
TXN08542,20,642.85,0.33,0.58,0.22,CreditCard,0
TXN08543,16,209.52,-0.34,0.34,0.15,CreditCard,0
TXN08544,16,993.39,-0.2,0.49,0.14,UPI,0
TXN08545,20,297.82,-0.15,0.29,0.31,DebitCard,0
TXN08546,19,841.46,0.39,0.28,0.25,DebitCard,0
TXN08547,11,624.03,0.49,0.27,0.12,DebitCard,0
TXN08548,12,715.68,-0.45,0.5,0.19,UPI,0
TXN08549,13,1090.35,-0.47,0.6,0.32,CreditCard,0
TXN08550,19,890.8,0.03,0.17,0.25,DebitCard,0
TXN08551,18,702.79,-0.25,0.41,0.16,UPI,0
TXN08552,11,1097.38,-0.27,0.13,0.25,CreditCard,0
TXN08553,9,739.52,-0.06,0.55,0.06,CreditCard,0
TXN08554,10,1096.45,0.2,0.39,0.31,CreditCard,0
TXN08555,12,721.39,0.27,0.29,0.29,DebitCard,0
TXN08556,17,1031.95,-0.4,0.8,0.29,DebitCard,0
TXN08557,18,241.22,0.26,0.56,0.25,UPI,0
TXN08558,10,912.27,0.15,0.31,0.34,UPI,0
TXN08559,9,642.82,0.44,0.28,0.08,DebitCard,0
TXN08560,20,1189.08,0.5,0.46,0.07,UPI,0
TXN08561,13,210.42,0.5,0.53,0.21,CreditCard,0
TXN08562,13,1017.5,0.24,0.15,0.31,DebitCard,0
TXN08563,16,367.6,0.49,0.55,0.28,DebitCard,0
TXN08564,16,1191.68,-0.23,0.39,0.3,UPI,0
TXN08565,16,304.13,0.01,0.64,0.34,UPI,0
TXN08566,14,511.41,0.05,0.6,0.21,CreditCard,0
TXN08567,19,561.02,0.35,0.43,0.23,CreditCard,0
TXN08568,11,204.56,0.5,0.26,0.23,UPI,0
TXN08569,9,675.27,-0.33,0.53,0.2,UPI,0
TXN08570,18,549.61,-0.05,0.51,0.1,UPI,0
TXN08571,15,656.61,0.29,0.38,0.16,UPI,0
TXN08572,11,894.17,-0.16,0.7,0.35,CreditCard,0
TXN08573,13,636.83,0.31,0.28,0.34,CreditCard,0
TXN08574,8,525.98,0.24,0.19,0.33,CreditCard,0
TXN08575,8,277.68,-0.22,0.13,0.25,CreditCard,0
TXN08576,20,554.17,0.17,0.22,0.15,CreditCard,0
TXN08577,16,232.93,0.1,0.14,0.09,CreditCard,0
TXN08578,13,652.6,0.18,0.75,0.13,DebitCard,0
TXN08579,10,414.01,0.02,0.73,0.14,DebitCard,0
TXN08580,13,1059.34,-0.45,0.15,0.16,CreditCard,0
TXN08581,21,368.68,-0.0,0.5,0.16,DebitCard,0
TXN08582,12,1019.57,-0.33,0.21,0.06,DebitCard,0
TXN08583,9,227.94,0.07,0.66,0.29,DebitCard,0
TXN08584,15,923.91,0.1,0.16,0.29,UPI,0
TXN08585,17,314.52,-0.34,0.66,0.14,UPI,0
TXN08586,16,947.62,-0.33,0.22,0.22,UPI,0
TXN08587,17,1053.62,0.41,0.17,0.09,UPI,0
TXN08588,8,770.0,0.07,0.11,0.33,CreditCard,0
TXN08589,12,478.13,0.45,0.1,0.3,UPI,0
TXN08590,20,334.93,-0.03,0.44,0.19,UPI,0
TXN08591,14,439.28,-0.36,0.37,0.09,CreditCard,0
TXN08592,18,767.75,-0.24,0.62,0.19,CreditCard,0
TXN08593,8,880.79,-0.43,0.65,0.09,DebitCard,0
TXN08594,22,463.14,0.36,0.67,0.18,CreditCard,0
TXN08595,14,994.99,-0.14,0.6,0.14,DebitCard,0
TXN08596,15,487.72,-0.4,0.43,0.18,DebitCard,0
TXN08597,17,1193.12,0.19,0.27,0.11,CreditCard,0
TXN08598,17,306.47,-0.46,0.51,0.08,DebitCard,0
TXN08599,20,574.49,-0.24,0.17,0.3,DebitCard,0
TXN08600,9,734.88,-0.0,0.23,0.27,CreditCard,0
TXN08601,16,583.74,0.24,0.38,0.29,UPI,0
TXN08602,9,736.28,-0.23,0.49,0.26,UPI,0
TXN08603,15,442.86,0.39,0.74,0.23,UPI,0
TXN08604,11,293.43,-0.09,0.69,0.32,DebitCard,0
TXN08605,15,1142.95,-0.17,0.27,0.07,CreditCard,0
TXN08606,17,746.68,0.23,0.25,0.29,DebitCard,0
TXN08607,13,509.9,-0.27,0.49,0.18,UPI,0
TXN08608,11,805.74,0.09,0.55,0.35,DebitCard,0
TXN08609,17,441.88,-0.38,0.31,0.25,UPI,0
TXN08610,8,663.71,0.46,0.26,0.06,DebitCard,0
TXN08611,8,638.85,0.41,0.8,0.18,DebitCard,0
TXN08612,15,981.69,-0.34,0.66,0.21,DebitCard,0
TXN08613,8,693.55,0.48,0.24,0.23,UPI,0
TXN08614,16,765.29,-0.12,0.36,0.1,UPI,0
TXN08615,8,740.85,0.37,0.28,0.15,DebitCard,0
TXN08616,11,1009.72,-0.12,0.49,0.12,CreditCard,0
TXN08617,10,1120.72,-0.49,0.57,0.27,CreditCard,0
TXN08618,13,232.91,0.3,0.53,0.11,CreditCard,0
TXN08619,20,886.21,0.34,0.42,0.14,CreditCard,0
TXN08620,21,801.63,0.41,0.79,0.16,DebitCard,0
TXN08621,9,840.75,0.44,0.19,0.06,DebitCard,0
TXN08622,11,446.98,0.45,0.22,0.31,UPI,0
TXN08623,10,782.07,-0.36,0.71,0.08,CreditCard,0
TXN08624,20,225.18,0.04,0.41,0.33,CreditCard,0
TXN08625,9,942.02,-0.28,0.45,0.29,CreditCard,0
TXN08626,19,1122.71,-0.02,0.32,0.32,CreditCard,0
TXN08627,8,272.5,-0.45,0.61,0.19,CreditCard,0
TXN08628,13,611.54,-0.43,0.1,0.35,UPI,0
TXN08629,16,387.46,-0.02,0.57,0.28,DebitCard,0
TXN08630,16,1173.17,0.48,0.57,0.13,CreditCard,0
TXN08631,19,1179.61,0.17,0.39,0.07,DebitCard,0
TXN08632,22,1128.62,0.45,0.66,0.18,CreditCard,0
TXN08633,11,433.38,-0.08,0.41,0.18,DebitCard,0
TXN08634,11,934.65,0.24,0.2,0.16,DebitCard,0
TXN08635,14,809.77,0.44,0.48,0.26,CreditCard,0
TXN08636,9,942.73,0.25,0.24,0.11,DebitCard,0
TXN08637,21,258.71,0.13,0.4,0.35,UPI,0
TXN08638,16,912.94,0.13,0.66,0.11,UPI,0
TXN08639,18,1117.24,-0.41,0.59,0.15,DebitCard,0
TXN08640,12,489.93,0.04,0.74,0.21,CreditCard,0
TXN08641,22,1052.09,0.11,0.75,0.06,CreditCard,0
TXN08642,20,731.4,-0.18,0.64,0.3,UPI,0
TXN08643,21,485.69,-0.01,0.22,0.16,DebitCard,0
TXN08644,20,708.61,0.05,0.4,0.29,DebitCard,0
TXN08645,13,436.57,0.4,0.68,0.12,DebitCard,0
TXN08646,22,833.48,0.08,0.67,0.34,UPI,0
TXN08647,16,485.45,-0.05,0.39,0.33,DebitCard,0
TXN08648,13,437.23,0.29,0.67,0.3,CreditCard,0
TXN08649,20,1012.9,-0.47,0.65,0.34,UPI,0
TXN08650,11,716.36,-0.31,0.15,0.13,UPI,0
TXN08651,14,278.81,-0.14,0.53,0.34,CreditCard,0
TXN08652,12,585.82,-0.45,0.6,0.18,UPI,0
TXN08653,19,748.32,-0.24,0.67,0.21,CreditCard,0
TXN08654,20,349.04,0.02,0.2,0.24,DebitCard,0
